user_name,favorites,retweets,user_screen_name,created_at,text,user_id,tweet_id
SAP Focus,0,0,8.98248E+17,1.50963E+12,#sap #mm #jobs #tcs #pune like &  Share,8.98248E+17,9.2609E+17
AKTglobal,0,0,7.61143E+17,1.50963E+12,AKT has #SAP Recognized Expertise in #SuccessFactors Employee Central and Payroll Solutions in #Israel http://aktglobal.com/blog/2017/07/27/akt-awarded-sap-recognized-expertise-employee-central-payroll-solutions/ …pic.twitter.com/HzOCbdwnLP,7.61143E+17,9.2609E+17
David Strausser,1,0,195624776,1.50963E+12,The latest ERP Daily News! https://paper.li/dstrausser83/1450422805?edition_id=ee08afb0-bfd7-11e7-bd54-0cc47a0d1609 … Thanks to @NitorInfotech @MickBasa @Cure4Authoritis #cloud #sap,195624776,9.2609E+17
Andrew Sparrow,0,0,8.8404E+17,1.50963E+12,"IoT, AI, ML etc but at the end of the day, it's all about you, all about people!

#sap #CIO #CTO #erp #erp3 #techno…https://lnkd.in/drzqSN2 ",8.8404E+17,9.26089E+17
Dejené,5,0,259901982,1.50963E+12,Time to thaw out our anniversary cake!!  #sap,259901982,9.26089E+17
Turnkey Consulting,0,0,121752423,1.50963E+12,We're celebrating 10 years of doing business in Australia - & expanding to New Zealand! #SAP #GRC #Bedrock https://hubs.ly/H093Yzt0 pic.twitter.com/Hx24By4DHO,121752423,9.26088E+17
Joe @ Gekkobrain,0,0,4703981416,1.50963E+12,Want to embrace the future of #SAP #ERP solutions? Learn more about migrating to #S4HANA today!https://hubs.ly/H093WZq0 ,4703981416,9.26088E+17
ppalme Cont.Learning,0,0,14094702,1.50963E+12,The latest SAP SuccessFactors News! https://paper.li/ppalme/1345471627?edition_id=14d1d820-bfd7-11e7-9048-0cc47a0d164b … #sap #ensw,14094702,9.26088E+17
Allison Gapter,1,0,117202918,1.50963E+12,[video] The importance of #cloud and why it’s the future for #SAP. http://ow.ly/eNeo30g9ScP ,117202918,9.26088E+17
Simpategy IT,1,0,1086918564,1.50963E+12,3 #SAP Project Management Tips For Your Migration. Read the blog post via @Symmetry_corp https://buff.ly/2z7g2BD  #cloudcomputing #iotpic.twitter.com/eDIhPJ2O5f,1086918564,9.26087E+17
Thomas Hiller,0,0,205223167,1.50963E+12,"#Procurement Leaders recognize opportunities for improved value creation, while choosing #Deloitte and #SAP ® ARIB… https://twitter.com/i/web/status/926086510071484417 …",205223167,9.26087E+17
Oktinda,2,1,8.10168E+17,1.50963E+12,How to Get Your #SAP Upgrade Right by @Symmetry_Corp https://buff.ly/2ynjwR4  #technewspic.twitter.com/p9S0t6tCyf,8.10168E+17,9.26087E+17
Jarret Pazahanick,1,1,21263041,1.50963E+12,Falling into the #SAP #SuccessFactors Recruiting Q3 Release http://ow.ly/IAMg30giZvZ  <-Good info #HRTech,21263041,9.26087E+17
HRCloudNews,0,0,285569491,1.50963E+12,Falling into the #SAP #SuccessFactors Recruiting Q3 Release http://ow.ly/IAMg30giZvZ  <-Good info #HRTech,285569491,9.26087E+17
Ian Thain,0,2,17131030,1.50963E+12,Also listen to @karlojkessler on #SAP #CodeTalk here at https://youtu.be/cl34QkC7mxg https://twitter.com/SAPTechEd/status/926078542366101505 …,17131030,9.26087E+17
ictjob.be - SAP,0,0,627410233,1.50963E+12,#job Supply Chain Analyst - Interne functie te West... https://www.ictjob.be/nl/ln/j93440  #SAP #jobs #Belgium,627410233,9.26087E+17
Atos Nederland,0,0,102947405,1.50963E+12,Prepare and assess the added value of #SAP S/4HANA in your context by joining us on November 30. Register now! http://bit.ly/2zr7DcO pic.twitter.com/9V8Bp5VuVX,102947405,9.26087E+17
Coopt-Action.fr,0,0,2421665066,1.50963E+12,#Emploi - #Développeur / #Ingénieur #JAVA / #J2EE et #SAP - #LoireAtlantique (44). http://ift.tt/24Z3UtA pic.twitter.com/m9BqokNP13,2421665066,9.26087E+17
Deloitte Innovation,0,0,867563192,1.50963E+12,"#Procurement Leaders recognize opportunities for improved value creation, while choosing #Deloitte and #SAP ® ARIBA: http://deloi.tt/2gXtSw2 pic.twitter.com/Elh2cyljIX",867563192,9.26087E+17
openSAP,2,1,1396484258,1.50963E+12,"Learn about simple “no developer required” ways to adapt the #SAP #Fiori launchpad #S4HANA #Cloud
http://spr.ly/60118CylD pic.twitter.com/QK9xaoABqk",1396484258,9.26086E+17
Amit D,0,0,159032222,1.50963E+12,#SAP: Senior Developer - SAP #Business #Network Job in #BellevueWAUS #job https://workfor.us/lifeatsap/56s4n  #JobsatSAPpic.twitter.com/kWsxIuH7VW,159032222,9.26086E+17
Katie Meyer,5,0,862319282,1.50963E+12,Having a serious case of #FOMO today not being at #SAPLeonardoLive but at least I can still watch it live from PA! #transformation #SAP,862319282,9.26086E+17
Learn Analytics,1,0,8.87495E+17,1.50963E+12,The Making of a Successful #SAP implementation via @Symmetry_Corp https://buff.ly/2xLocM8  #technewspic.twitter.com/z25Fcx5bhe,8.87495E+17,9.26086E+17
Crave InfoTech,0,0,2900242072,1.50963E+12,"This 1 pack solution offers GPS hardware, #Tracking software, #Mobile app, Wireless connectivity & #SAP Integration https://goo.gl/duwN4S pic.twitter.com/a9Xp78QOKY",2900242072,9.26086E+17
SophiaTX,6,1,8.96999E+17,1.50963E+12,#SophiaTX – Criando uma Ponte entre #SAP e a Comunidade #Blockchain via @portaldobitcoinhttps://portaldobitcoin.com/sophiatx-criando-uma-ponte-entre-sap-e-comunidade-blockchain/ …,8.96999E+17,9.26085E+17
Jarret Pazahanick,0,0,21263041,1.50963E+12,Your Company’s Leap To #SAP’s Product Support For Large Enterprises (Psle) http://ow.ly/Jv4330giZsg  by @UpperEdge,21263041,9.26085E+17
Karl Knete,1,0,7.78218E+17,1.50963E+12,What’s New in SAP Customer Checkout 2.0 Feature Pack 04 #sapcustomercheckout #webinar #sap pic.twitter.com/tlQVlhK9Oo,7.78218E+17,9.26085E+17
ByD SCN Blog Stream,0,0,462046024,1.50963E+12,#SAP #ByDesign blog: Integrate SAP ByDesign with Point-of-Sales Systems  http://zpr.io/nHikN ,462046024,9.26085E+17
Fujitsu Russia,0,0,2697838764,1.50963E+12,"Поддержка #SAP HANA: новые возможности. 
Читайте новый материал в нашем блоге на #Habrahabr https://goo.gl/rjjvis pic.twitter.com/6ri1hMCHXk",2697838764,9.26082E+17
Georgia Wass,0,0,8.44441E+17,1.50963E+12,#SAP: #Partner Bus Mgt Senior #Specialist Job (#FelthamLNDGB) #job https://workfor.us/lifeatsap/48l7j  #JobsatSAPpic.twitter.com/spdUtLJQEc,8.44441E+17,9.26081E+17
Basis Technologies,2,0,196583658,1.50963E+12,Webinar recording: Reasons why #SAP users choose ActiveControl's TE Part 2 http://bit.ly/2qWv6vf  #automationtool for #continuousdeliverypic.twitter.com/aibtBkZCww,196583658,9.2608E+17
Madiff Polska,0,0,8.39412E+17,1.50963E+12,"Szukamy: SAP ABAP Consultants. Lokalizacja: Warszawa, Kraków, Wrocław. Aplikuj teraz! hr@madiff.pl #praca #SAP #ABAP #consultant #nowhiringpic.twitter.com/APmkC9xDeh",8.39412E+17,9.2608E+17
Ursula Grün,1,0,2977800065,1.50963E+12,Upcoming openSAP course:  '#Procurement Transformation with #SAP #Ariba and SAP S/4HANA'https://open.sap.com/courses/srm1 ,2977800065,9.2608E+17
Paul Dauscher,1,0,438200433,1.50963E+12,A great example how valuable big data applications are! #sailing #sap #VolvoOceanRace #BigData #SAPLeonardohttps://twitter.com/teamAkzoNobel/status/926073441412935680 …,438200433,9.26079E+17
ictjob.be - SAP,0,0,627410233,1.50963E+12,#job SAP Business Analist - Interne functie te West... https://www.ictjob.be/en/ln/j93439  #SAP #jobs #Belgium,627410233,9.26079E+17
Every Angle Software,2,1,84085460,1.50963E+12,Future of Every Angle: to become multi-source to run both #SAP and non-SAP applications. #everyangle #analyticspic.twitter.com/RrN8vIM1OZ,84085460,9.26079E+17
Digitaler Campus,0,0,7.93074E+17,1.50963E+12,"Ein interessanter Ansatz von #SAP, die Wahrscheinlichkeit des erfolgreichen Studierens zu erhöhen. https://twitter.com/silke_jakobi/status/926067714531233793 …",7.93074E+17,9.26079E+17
ERPScan,4,7,196691611,1.50963E+12,4 steps of #SAP #pentesting https://erpscan.com/press-center/blog/perfect-sap-penetration-testing-part-2/ …pic.twitter.com/N6QsMkBWKd,196691611,9.26078E+17
Kartik Dua,0,0,1049070300,1.50963E+12,Businesses Chart Rapid Path to Digital Innovation with SAP Leonardo http://dlvr.it/PysLlx  #sap pic.twitter.com/V4OzPh8tqE,1049070300,9.26077E+17
Kartik Dua,0,0,1049070300,1.50963E+12,SAP Hybris Sales Cloud and SAP Hybris Service Cloud Boost Customer ROI and Productivity http://dlvr.it/PysLMz  #sap pic.twitter.com/ub9mFaBlvV,1049070300,9.26077E+17
Every Angle Software,2,1,84085460,1.50963E+12,"On the roadmap: Every Angle real-time, directly run in S4\HANA or on ECConHANA. #everyangle #HANA #SAP pic.twitter.com/vhbTr6wvJm",84085460,9.26077E+17
SERKEM,0,0,8.02148E+17,1.50963E+12,Erfahren Sie mehr über die #Inventur in #SAP #WM und SAP #EWM! https://tinyurl.com/ycj2k288 pic.twitter.com/qOKK4GI6XJ,8.02148E+17,9.26077E+17
RapidERP,1,1,1707593042,1.50963E+12,Under 2 months remain until #SAP end their maintenance of #Solman 7.1! Don't miss out on our upgrade serviceshttp://bit.ly/2iohyoI ,1707593042,9.26076E+17
"Sunny K. Joshi, MBA",2,0,106560162,1.50963E+12,Businesses Chart Rapid Path to Digital Innovation with SAP Leonardo http://news.sap.com/businesses-chart-rapid-path-to-digital-innovation-with-sap-leonardo/?utm_source=dlvr.it&utm_medium=twitter … #SAP pic.twitter.com/5Rhm6R2Kr3,106560162,9.26076E+17
Diony Ruiz R,1,0,119828299,1.50963E+12,#SAP Why The Time Is Now For AI And Machine Learning http://www.digitalistmag.com/digital-economy/2017/10/11/time-for-ai-machine-learning-05413783 …pic.twitter.com/Lr1fZ2smIs,119828299,9.26076E+17
Coopt-Action.fr,0,0,2421665066,1.50963E+12,#Emploi - #Consultant #SAP - #Paris (75) / #HautsDeSeine (92). http://ift.tt/1TlkXC8  #Cooptationpic.twitter.com/gkFSXv0wH2,2421665066,9.26075E+17
Diony Ruiz R,0,0,119828299,1.50963E+12,#SAP How to Configure Shipment Cost as a Delivery Cost for an Accurate Valuation of Inventory @SAP http://sapexperts.wispubs.com/scm/articles/how-to-configure-shipment-cost-as-a-delivery-cost-for-an-accurate-valuation-of-inventory?id=005e58d9e47f4c2387b28 …pic.twitter.com/IVUN0po3VA,119828299,9.26074E+17
sarah.asaad,0,0,2871759584,1.50963E+12,#Business Cloud Consultant (Senior / Principal) -... in #WalldorfStLeonRotBWDE at #SAP #job https://workfor.us/sapcareers/2s8bw …pic.twitter.com/OAV66CrZkk,2871759584,9.26074E+17
Remco Jansen,0,0,23997398,1.50963E+12,Businesses Chart Rapid Path to Digital Innovation with SAP Leonardo http://dlvr.it/PysCGv  #SAP pic.twitter.com/TVVbpeSvWX,23997398,9.26073E+17
Remco Jansen,0,0,23997398,1.50963E+12,SAP Hybris Sales Cloud and SAP Hybris Service Cloud Boost Customer ROI and Productivity http://dlvr.it/PysC8r  #SAP pic.twitter.com/fMMJNXbtVD,23997398,9.26073E+17
Tech Benders,1,0,16853878,1.50963E+12,Expert Insight: What is #SAP Partner Managed Cloud? Read the blog post via @symmetry_corp.  https://buff.ly/2ynIBeR  #cloudcomputing #iotpic.twitter.com/41evjai5Ff,16853878,9.26073E+17
xft GmbH,0,0,92025791,1.50963E+12,Last Chance: Morgen endet die Anmeldefrist #SAP-#QM Infotag 2017. Ein paar Plätze sind noch frei... http://goo.gl/ZWydpD  #Walldorf,92025791,9.26072E+17
y_ahoraqué,0,0,3327916390,1.50963E+12,"#ViolenciaDeGenero Desmontando el #SAP 
La “Guía de Criterios de Actuación Judicial frente a la Violencia de Género” del CGPJ pic.twitter.com/TAMYsglipj",3327916390,9.26072E+17
y_ahoraqué,0,0,3327916390,1.50963E+12,"#ViolenciaDeGenero Desmontando el #SAP 
La “Guía de Criterios de Actuación Judicial frente a la Violencia de Género” del CGPJ pic.twitter.com/SQdoSLOUZy",3327916390,9.26072E+17
SAP BOC Chile,0,0,873970004,1.50963E+12,"SAP Game - Acesse e digite o código ""ballas"" e descubra como faturar ingresso para Noite do Improviso. #sap #bal http://bit.ly/2hvMW4Z pic.twitter.com/4t2vspMOWs",873970004,9.26072E+17
SouthEnd SA,0,0,252229210,1.50963E+12,"Não perca o consultor @raosantos ao vivo no Facebook da SAP, falando sobre perspectivas e tendências para 2018 http://bit.ly/2lCh6rL  #SAP pic.twitter.com/og23MaDelh",252229210,9.26072E+17
y_ahoraqué,0,0,3327916390,1.50963E+12,"#ViolenciaDeGenero Desmontando el #SAP 
La “Guía de Criterios de Actuación Judicial frente a la Violencia de Género” del CGPJ pic.twitter.com/y6nwjWsKeK",3327916390,9.26072E+17
Diony Ruiz R,0,0,119828299,1.50963E+12,#SAP Que es SAP Leonardo http://news.sap.com/latinamerica/2017/03/16/infografia-que-es-sap-leonardo-bl0g/ …pic.twitter.com/wPnBR0CFB0,119828299,9.26072E+17
Jarret Pazahanick,41,18,21263041,1.50963E+12,If you have ever worked in #SAP HCM you will appreciate @brandontoombs humorpic.twitter.com/lUBJ5XO8Rd,21263041,9.2607E+17
Approyo,0,0,807513175,1.50963E+12,NEW #AskApproyo - Why upgrade to #SAP HANA 2? http://bit.ly/2zoxa6A  #SAPHANA #HANA,807513175,9.2607E+17
MarcusRetrac,0,0,749423893,1.50963E+12,NEW #AskApproyo - Why upgrade to #SAP HANA 2? http://bit.ly/2zoxa6A  #SAPHANA #HANA,749423893,9.2607E+17
ccarter1969,0,0,15430935,1.50963E+12,NEW #AskApproyo - Why upgrade to #SAP HANA 2? http://bit.ly/2zoxa6A  #SAPHANA #HANA,15430935,9.2607E+17
Chris Carter,0,0,96613643,1.50963E+12,NEW #AskApproyo - Why upgrade to #SAP HANA 2? http://bit.ly/2zoxa6A  #SAPHANA #HANA,96613643,9.2607E+17
y_ahoraqué,1,0,3327916390,1.50963E+12,Lo que #existen son muchos maltratadores encubiertos de padres del año y sólo hay que ver las sandeces que defendéis desde estos grupos #SAP pic.twitter.com/xLmToEjWtg,3327916390,9.2607E+17
Tanja Charrier,0,0,20693566,1.50963E+12,Can‘t wait for the event with @WalterIsaacson @JenniferBMorgan @franck_cohen and many #SAP customers and partners to start #LeonardoLivehttps://twitter.com/sapdigitalsvcs/status/926067625557360641 …,20693566,9.26069E+17
Jessica Hall,0,0,9.09734E+17,1.50963E+12,Partner #Support #Representative with German Job in #GalwayGIE at #SAP #job https://workfor.us/lifeatsap/k9t3  #JobsatSAPpic.twitter.com/05F6EJK9YJ,9.09734E+17,9.26069E+17
Monica Lei L. Golen,0,0,71965465,1.50963E+12,#SAP: Principal #Product Manager #Job in #SanFranciscoCAUS #job https://workfor.us/lifeatsap/cv9og8w03ee … #JobsatSAPpic.twitter.com/jzaIdF1hTd,71965465,9.26069E+17
Navneet Johal,1,1,408620566,1.50963E+12,Day 2 of #educause - come visit the #SAP booth! #EDU17… https://www.instagram.com/p/Ba_lMueAyvSzK62h-gEknKRvhKTFGD3oK5cbXY0/ …,408620566,9.26069E+17
D S N 🔴,0,0,17741758,1.50963E+12,"SAPVoice: Digital Transformation: People First, Technology Second https://goo.gl/fb/5E5c7F  #DSNBusiness #sap",17741758,9.26069E+17
InTu Mobility,3,4,3508965733,1.50963E+12,"The easier new technology is to use in an enterprise, the faster it will be adopted by the workforce. https://intumobility.com/blog/technology-early-adopters-vs-late-majority/ … #CIO #CTO #IT #Information #Technology #tech #Cloud #App #Mobile #Devs #SaaS #Oracle #Networking #SAP #Web #SEO #OpenSource #Data #Android #iOS #MSFT #PC",3508965733,9.26068E+17
Máster MPLSAP,1,3,2385784345,1.50963E+12,"El Cirque du Soleil utiliza una aplicación de SAP para ofrecer al espectador una experiencia personalizada.
http://www.computerworld.es/tecnologia/el-cirque-du-soleil-desarrolla-experiencias-inmersivas-a-traves-de-la-tecnologia …
#SAP",2385784345,9.26068E+17
Ian Amos,2,1,2342477367,1.50963E+12,#SAP Brings Cutting-Edge Solutions to World #Sailing http://bit.ly/2zqQdgq pic.twitter.com/SOqBkl95E2,2342477367,9.26068E+17
Miranda LaBate,1,1,7.80785E+17,1.50963E+12,Live Business powered by SAP Leonardo. Go from Knowing to Doing: #SAP #Automotivehttps://www.youtube.com/watch?v=b2SaQA3G8nE …,7.80785E+17,9.26068E+17
Karsten Egetoft,1,0,1704032226,1.50963E+12,Industry Leaders Answer #Blockchain Critics At #SAP Financial Services Innovation .. http://ari.ba/e0211179  via @sapindustries #Insurance,1704032226,9.26068E+17
SAP Focus,0,0,8.98248E+17,1.50963E+12,#sap #jobspic.twitter.com/kLBQqlmQOz,8.98248E+17,9.26067E+17
SAP Focus,0,0,8.98248E+17,1.50963E+12,#sap #jobpic.twitter.com/O0OEe6Qj1i,8.98248E+17,9.26067E+17
Uli Muench,2,3,169093983,1.50963E+12,Want to influence #SAP #Automotive solutions? Login now at #ASUG to register by Nov-10 @ASUG_Auto @SAP_Automotive http://bit.ly/2zoPix5 ,169093983,9.26067E+17
Jonathan Thiébault,1,2,8.77501E+17,1.50963E+12,"Antibes – A Smarter and Safer City
Water Management use case using #SAPLeonardo
#SAP #IoT #AI #SmartCity #Antibeshttps://youtu.be/r6UCFGveKgY ",8.77501E+17,9.26067E+17
Uli Muench,3,2,169093983,1.50963E+12,"Passion: about mobility, creating things, and innovation @Rinspeed pic.twitter.com/iTsqPxnekO #SAP #Automotive http://bit.ly/2lGgm4O ",169093983,9.26067E+17
Matoy Sumayao,0,0,211791869,1.50963E+12,Check out this #job: CES #Consultant #Job at #SAP in #Manila00PH https://workfor.us/lifeatsap/v7it6z0 … #JobsatSAPpic.twitter.com/E3hbFbXeAS,211791869,9.26065E+17
SUSE,0,2,363924887,1.50963E+12,"After 2025, businesses will have to rely on #SAP S/4HANA...and it only runs on? You guessed it...#Linux!http://bit.ly/2zclLWG ",363924887,9.26064E+17
Anneli Jonsson,0,1,1126530122,1.50963E+12,Visit http://Www.theglobaldeal.com  to learn more about swedish iniative to descent work #PSICongress2017 #LO #Seko #kommunal #SAP,1126530122,9.26064E+17
STechies,2,1,60567472,1.50963E+12,"ABAP Dump CONVT_NO_NUMBER

#SAP #ABAP #Dump #CONVT_NO_NUMBER
https://www.stechies.com/abap-dump-convtnonumber/ …http://fb.me/2mxx5nkux ",60567472,9.26064E+17
Jessica Katz,1,0,8.32692E+17,1.50963E+12,"Read this #SAP Note about Possible Heap Corruption on #WinServ, find out which patch level you need!
#SAPonMS
https://launchpad.support.sap.com/#/notes/2535216 ",8.32692E+17,9.26063E+17
Carlos Martinez,0,2,198122639,1.50963E+12,Having a great start on our Fiori Design Customer Workshop.  Looking forward to great discussions about SAP Fiori #SAP #FIORI #UX #FioriUXpic.twitter.com/5bNIMoqVcZ,198122639,9.26062E+17
MBA Jobs West Europe,0,0,443872028,1.50963E+12,"High Touch Customer Success #manager, SAP Cloud Lifetime Customer Success: #SAP, Sweden. http://www.MBA-Exchange.com/mba-job/SAP-High-Touch-Customer-Success-Manager,-SAP-Cloud-Lifetime-Customer-Success-in_d142a030d72f18a7 … #MBA #jobs #WesternEurope",443872028,9.26062E+17
MBA Jobs in Africa,0,0,443864260,1.50963E+12,"Presales Customer Solutions #manager: #SAP, Egypt. http://www.MBA-Exchange.com/mba-job/SAP-Presales-Customer-Solutions-Manager-in_f5a8affe6264dacc … #MBA #jobs #Africa",443864260,9.26062E+17
Anneli Jonsson,0,1,1126530122,1.50963E+12,Lyssnar på intressant seminarium på temat #globaldeal under #PSICongress2017 #Seko #kommunal #LO #SAP,1126530122,9.26061E+17
SUSE Suomi,2,0,1479534914,1.50963E+12,241 SUSECON esitystä nyt saatavilla https://goo.gl/LtPg1g  #Storage #Caas #SLES #OpenStack #SAP #AWS #opensource #eilopuihanhetikesken,1479534914,9.2606E+17
Kerry B.,0,0,4745342114,1.50962E+12,#SAP #CX What Every CIO Needs To Know About Trends In User Experience Designhttp://ow.ly/fxE750eX8Ak ,4745342114,9.2606E+17
Annapurna (DE),0,0,3295700046,1.50962E+12,"#Job: Manager #SAP BI and Analytics, #Hamburg, €80.000 - €125.000
http://ow.ly/8cxa30ggRBU ",3295700046,9.2606E+17
Jorge Weiss,1,0,883508881,1.50962E+12,SAP Launches New Analytics Data Platform http://prn.to/2yp5lLc  @SAPAnalytics #SAP,883508881,9.26058E+17
Jörg Knaus,4,2,2961811313,1.50962E+12,#SAP S/4HANA Bootcamp at EPFL Innovation Park Day 1 pic.twitter.com/KuwcCY7fiz,2961811313,9.26058E+17
syslink,0,0,7.94212E+17,1.50962E+12,Why do all the top #SAP monitoring tools still use agents? https://goo.gl/XK4dYH  #solman #SAPcp #ERPpic.twitter.com/LdOzoOPUsK,7.94212E+17,9.26058E+17
Julie,1,0,2818693300,1.50962E+12,#Business Development Associate (Fluent Spanish + #English) Job (#BarcelonaBES) chez #SAP #job #JobsatSAPhttps://workfor.us/lifeatsap/2t9x0 ,2818693300,9.26057E+17
inconso AG,1,0,370023496,1.50962E+12,inconso #Journal 02/17: Spannende Projekte der inconso AG und aktuelle Trends in der #Logistik! #KNV #Klingel #SAP http://ow.ly/5CiF30ghpNN pic.twitter.com/sBCAMvDpf2,370023496,9.26057E+17
Pravam Pte Ltd,0,0,8.30381E+17,1.50962E+12,"Highlights: #SAP #Business ByDesign Mashups - To make better decisions for your company 
Credit: https://youtu.be/_zk0vrBpj_w pic.twitter.com/0o8f5gtIwG",8.30381E+17,9.26056E+17
Pradeep Maithani,0,0,67602422,1.50962E+12,"Highlights: #SAP #Business ByDesign Mashups - To make better decisions for your company 
Credit:... http://fb.me/1CnnMOIvI ",67602422,9.26056E+17
Frank Geisler,0,0,634338098,1.50962E+12,#CSR: More Than A Checkbox On An Annual Report   via @digitalistmag #improvinglives #SAP #Labdoo https://goo.gl/SNPfU6  #Digital,634338098,9.26056E+17
SAP Re-Engineering,0,0,235172341,1.50962E+12,#SAP Saputo Inc. (<b>SAP</b>) Earns Sector Perform Rating from National Bank Financial… https://goo.gl/fb/k2GvBz ,235172341,9.26056E+17
Carl Eardley,0,0,8.67695E+17,1.50962E+12,Senior #Software in Test (SAP Ariba) #Job in #PaloAltoCAUS at #SAP #job https://workfor.us/lifeatsap/4f8xo  #JobsatSAPpic.twitter.com/4ZvqSNVJ2d,8.67695E+17,9.26056E+17
Joel Harris,2,0,20049271,1.50962E+12,#IoT through #SAPBusinessOne enables smarter waste management with #SAP partner @ISBGlobalWR1 https://buff.ly/2youwOa pic.twitter.com/sE06TQVYPV,20049271,9.26055E+17
Inventy,2,2,447428536,1.50962E+12,Lancement d'Inventy #Tunisie avec Anouar Maârouf Ministre des Technologies de la Communication et de l’#Économie Numérique #SAP #IT #Tunispic.twitter.com/FngTXeRO1m,447428536,9.26055E+17
Panaya DACH,0,0,3170765606,1.50962E+12,"Erfahren Sie, wie Sie vollständige Einsicht in Ihr #SAP #S4HANA Projekt erhalten. Jetzt On-Demand-Webinar ansehen >> http://okt.to/wTdP8t pic.twitter.com/8hOmVLtrqv",3170765606,9.26055E+17
Colin Bailey,1,0,1285752258,1.50962E+12,Very good article by @ChasTaylor on #SAP CEO Bill McDermott via @IrishTimes #LI https://www.irishtimes.com/business/technology/mcdermott-has-world-domination-in-his-sights-after-near-death-experience-1.3267307#.WfsHXX_cRXo.twitter … via @IrishTimesBiz,1285752258,9.26055E+17
K2 Partnering,0,0,44115700,1.50962E+12,#eCommerce consultant thinking of upskilling to #SAP #Hybris? Find out how you can here https://buff.ly/2xN98xx pic.twitter.com/MJSHQgeL9q,44115700,9.26055E+17
Andrew Sparrow,1,0,8.8404E+17,1.50962E+12,need #Industry40 / #ERP3 / #SAP quality #resources ? can't wait to hear from you #recruiter #recruitment #sapcontractorpic.twitter.com/cFydR50czp,8.8404E+17,9.26055E+17
K2 Partnering,0,0,44115700,1.50962E+12,#SAP continues to see impressive business performance throughout Q3 https://buff.ly/2lFocvO ,44115700,9.26054E+17
Tim,0,0,142349825,1.50962E+12,"VANTAiO HR Portal - Zentraler Zugang zu #HR relevanten Infos, Dokumenten, Applikationen und Ansprechpartnern #SAP https://goo.gl/MYyEQ6 ",142349825,9.26053E+17
Eursap SAP Jobs #SAP,1,2,93648615,1.50962E+12,"SAP PI/PO Consultant - English Speaking - Amsterdam, 1 Month Contract Role. Read More/APPLY Here: https://eursap.eu/job/sap-pipo-consultant-2736/ … #sap #sapjobs",93648615,9.26053E+17
Dr. Marcell Vollmer,2,2,99674560,1.50962E+12,Listen to Partners sharing their experience of building #ArtificialIntelligence Apps with #SAP Cloud Platform @SAPCPhttp://bit.ly/2zbJKp0 ,99674560,9.26052E+17
SAP Ireland,0,0,982511647,1.50962E+12,Inside #Sales Senior #Representative Job in #DublinDIE at #SAP #job https://workfor.us/lifeatsap/891vq  #JobsatSAPpic.twitter.com/HH47ppm3Fp,982511647,9.26052E+17
Technology Jobs | HH,0,0,569773994,1.50962E+12,@Careerinfosyste #Hiring for SAP HANA Consultant  #TechJobs #sap #sql #dataservices #career | Apply Now http://headhonchos.com/jobs/SAP-HANA-Consultant-IT-Information-Technology-IT-Technology-Software-Services-Bangalore-1202328 …,569773994,9.26052E+17
Amit D,0,0,159032222,1.50962E+12,Apply now to work for #SAP as Principal #Project Manager #Job! (#GurgaonDLIN) #job #JobsatSAPhttps://workfor.us/lifeatsap/3b5g5 ,159032222,9.26051E+17
Rupert Goodwins,2,0,14847101,1.50962E+12,Bold of them to put their Corporate IT Hype Buzzword Bingo card on the stage backdrop. Does it light up during the keynote? #SAP #asug #sighhttps://twitter.com/Powers_ASUG/status/925840036179800069 …,14847101,9.26051E+17
SophiaTX,5,2,8.96999E+17,1.50962E+12,#SophiaTX integrates #blockchain with #SAP via @BlckchainTechNhttps://www.blockchaintechnews.com/news/sophiatx-integrates-blockchain-with-sap/#.WfsC9G8twGM.twitter …,8.96999E+17,9.2605E+17
ZeusAdSolutions,0,0,130970352,1.50962E+12,Our #ERP #softwaredevelopment #services Offer Best Support for Top ERP Vendors at an Affordable Price http://bit.ly/2rW8F9s  #CRM #SAP pic.twitter.com/zFJPrlPyfA,130970352,9.2605E+17
Technology Jobs | HH,0,0,569773994,1.50962E+12,@Careerinfosyste #Hiring for SAP Sd #TechJobs #developers #sapfunctional #wm #sap #career | Apply Now http://headhonchos.com/jobs/SAP-Sd-IT-Information-Technology-IT-Technology-Software-Services-Bangalore-1202318 …,569773994,9.2605E+17
sEnterpriseSoftware,0,0,1472146610,1.50962E+12,"Instandhaltungen mit #SAP Maintenance Event Builder planen http://bit.ly/2hxk6RG 
#SAPERP #ECC #Wartung #Instandhaltungpic.twitter.com/u8JTHyoZV7",1472146610,9.2605E+17
Amit D,0,1,159032222,1.50962E+12,"#Business Industry #Architect - Retail,CPG Job needed in #BangaloreKAIN at #SAP. Apply now! #job #JobsatSAPhttps://workfor.us/lifeatsap/2m3rv ",159032222,9.26049E+17
Amit D,0,0,159032222,1.50962E+12,Sr. Dev #Consultant_SAP Leonardo - IoT & Machine Learning #Job at #SAP in #BangaloreKAIN #job #JobsatSAPhttps://workfor.us/lifeatsap/q27sw ,159032222,9.26049E+17
Amit D,1,0,159032222,1.50962E+12,"#SAP is hiring an Innovation Lead_Digital #Business #Services Job, apply now! (#MumbaiMHIN) #job #JobsatSAPhttps://workfor.us/lifeatsap/1g93uv …",159032222,9.26049E+17
